Species	IMGT.GENE.DB	locus	region	functional	chr.order
Macaca mulatta non-functional	IGLV1S5	IGL	V	FALSE	1282
Macaca mulatta functional	IGLV1S6	IGL	V	TRUE	1283
Macaca mulatta functional	IGLV1S7	IGL	V	TRUE	1284
Macaca mulatta non-functional	IGLV2-1	IGL	V	FALSE	1285
Macaca mulatta functional	IGLV2-10	IGL	V	TRUE	1286
Macaca mulatta non-functional	IGLV2-11	IGL	V	FALSE	1287
Macaca mulatta non-functional	IGLV2-2	IGL	V	FALSE	1288
Macaca mulatta functional	IGLV2-3	IGL	V	TRUE	1289
Macaca mulatta non-functional	IGLV2-4	IGL	V	FALSE	1290
Macaca mulatta non-functional	IGLV2-5	IGL	V	FALSE	1291
Macaca mulatta non-functional	IGLV2-6	IGL	V	FALSE	1292
Macaca mulatta functional	IGLV2-7	IGL	V	TRUE	1293
Macaca mulatta functional	IGLV2-8	IGL	V	TRUE	1294
Macaca mulatta functional	IGLV2-9	IGL	V	TRUE	1295
Macaca mulatta functional	IGLV2S1	IGL	V	TRUE	1296
Macaca mulatta functional	IGLV2S10	IGL	V	TRUE	1297
Macaca mulatta functional	IGLV2S11	IGL	V	TRUE	1298
Macaca mulatta functional	IGLV2S2	IGL	V	TRUE	1299
Macaca mulatta functional	IGLV2S3	IGL	V	TRUE	1300
Macaca mulatta functional	IGLV2S4	IGL	V	TRUE	1301
Macaca mulatta functional	IGLV2S5	IGL	V	TRUE	1302
Macaca mulatta functional	IGLV2S6	IGL	V	TRUE	1303
Macaca mulatta functional	IGLV2S7	IGL	V	TRUE	1304
Macaca mulatta non-functional	IGLV2S8	IGL	V	FALSE	1305
Macaca mulatta functional	IGLV2S9	IGL	V	TRUE	1306
Macaca mulatta functional	IGLV3-1	IGL	V	TRUE	1307
Macaca mulatta functional	IGLV3-10	IGL	V	TRUE	1308
Macaca mulatta non-functional	IGLV3-11	IGL	V	FALSE	1309
Macaca mulatta functional	IGLV3-12	IGL	V	TRUE	1310
Macaca mulatta non-functional	IGLV3-13	IGL	V	FALSE	1311
Macaca mulatta non-functional	IGLV3-14	IGL	V	FALSE	1312
Macaca mulatta non-functional	IGLV3-15	IGL	V	FALSE	1313
Macaca mulatta non-functional	IGLV3-16	IGL	V	FALSE	1314
Macaca mulatta non-functional	IGLV3-17	IGL	V	FALSE	1315
Macaca mulatta non-functional	IGLV3-18	IGL	V	FALSE	1316
Macaca mulatta functional	IGLV3-19	IGL	V	TRUE	1317
Macaca mulatta functional	IGLV3-2	IGL	V	TRUE	1318
Macaca mulatta non-functional	IGLV3-20	IGL	V	FALSE	1319
Macaca mulatta functional	IGLV3-3	IGL	V	TRUE	1320
Macaca mulatta functional	IGLV3-4	IGL	V	TRUE	1321
Macaca mulatta functional	IGLV3-5	IGL	V	TRUE	1322
Macaca mulatta functional	IGLV3-6	IGL	V	TRUE	1323
Macaca mulatta non-functional	IGLV3-7	IGL	V	FALSE	1324
Macaca mulatta non-functional	IGLV3-8	IGL	V	FALSE	1325
Macaca mulatta non-functional	IGLV3-9	IGL	V	FALSE	1326
Macaca mulatta functional	IGLV3S1	IGL	V	TRUE	1327
Macaca mulatta functional	IGLV3S10	IGL	V	TRUE	1328
Macaca mulatta functional	IGLV3S11	IGL	V	TRUE	1329
Macaca mulatta functional	IGLV3S12	IGL	V	TRUE	1330
Macaca mulatta functional	IGLV3S13	IGL	V	TRUE	1331
Macaca mulatta functional	IGLV3S14	IGL	V	TRUE	1332
Macaca mulatta functional	IGLV3S15	IGL	V	TRUE	1333
Macaca mulatta functional	IGLV3S16	IGL	V	TRUE	1334
Macaca mulatta non-functional	IGLV3S18	IGL	V	FALSE	1335
Macaca mulatta non-functional	IGLV3S19	IGL	V	FALSE	1336
Macaca mulatta functional	IGLV3S2	IGL	V	TRUE	1337
Macaca mulatta non-functional	IGLV3S20	IGL	V	FALSE	1338
Macaca mulatta functional	IGLV3S3	IGL	V	TRUE	1339
Macaca mulatta functional	IGLV3S4	IGL	V	TRUE	1340
Macaca mulatta functional	IGLV3S5	IGL	V	TRUE	1341
Macaca mulatta functional	IGLV3S6	IGL	V	TRUE	1342
Macaca mulatta functional	IGLV3S7	IGL	V	TRUE	1343
Macaca mulatta functional	IGLV3S8	IGL	V	TRUE	1344
Macaca mulatta functional	IGLV3S9	IGL	V	TRUE	1345
Macaca mulatta non-functional	IGLV4-1	IGL	V	FALSE	1346
Macaca mulatta functional	IGLV4-2	IGL	V	TRUE	1347
Macaca mulatta non-functional	IGLV4-3	IGL	V	FALSE	1348
Macaca mulatta functional	IGLV4-4	IGL	V	TRUE	1349
Macaca mulatta functional	IGLV4S1	IGL	V	TRUE	1350
Macaca mulatta functional	IGLV4S2	IGL	V	TRUE	1351
Macaca mulatta functional	IGLV4S3	IGL	V	TRUE	1352
Macaca mulatta functional	IGLV4S4	IGL	V	TRUE	1353
Macaca mulatta non-functional	IGLV5-1	IGL	V	FALSE	1354
Macaca mulatta functional	IGLV5-10	IGL	V	TRUE	1355
Macaca mulatta functional	IGLV5-11	IGL	V	TRUE	1356
Macaca mulatta non-functional	IGLV5-12	IGL	V	FALSE	1357
Macaca mulatta functional	IGLV5-13	IGL	V	TRUE	1358
Macaca mulatta functional	IGLV5-14	IGL	V	TRUE	1359
Macaca mulatta non-functional	IGLV5-15	IGL	V	FALSE	1360
Macaca mulatta non-functional	IGLV5-2	IGL	V	FALSE	1361
Macaca mulatta non-functional	IGLV5-3	IGL	V	FALSE	1362
Macaca mulatta non-functional	IGLV5-4	IGL	V	FALSE	1363
Macaca mulatta functional	IGLV5-5	IGL	V	TRUE	1364
Macaca mulatta functional	IGLV5-6	IGL	V	TRUE	1365
Macaca mulatta functional	IGLV5-7	IGL	V	TRUE	1366
Macaca mulatta non-functional	IGLV5-8	IGL	V	FALSE	1367
Macaca mulatta non-functional	IGLV5-9	IGL	V	FALSE	1368
Macaca mulatta non-functional	IGLV5S1	IGL	V	FALSE	1369
Macaca mulatta functional	IGLV5S2	IGL	V	TRUE	1370
Macaca mulatta functional	IGLV5S3	IGL	V	TRUE	1371
Macaca mulatta functional	IGLV5S4	IGL	V	TRUE	1372
Macaca mulatta functional	IGLV6-1	IGL	V	TRUE	1373
Macaca mulatta functional	IGLV6-2	IGL	V	TRUE	1374
Macaca mulatta non-functional	IGLV6-3	IGL	V	FALSE	1375
Macaca mulatta non-functional	IGLV6-4	IGL	V	FALSE	1376
Macaca mulatta functional	IGLV6-5	IGL	V	TRUE	1377
Macaca mulatta functional	IGLV7-1	IGL	V	TRUE	1378
Macaca mulatta functional	IGLV7-2	IGL	V	TRUE	1379
Macaca mulatta functional	IGLV7-3	IGL	V	TRUE	1380
Macaca mulatta functional	IGLV7-4	IGL	V	TRUE	1381
Macaca mulatta non-functional	IGLV7-5	IGL	V	FALSE	1382
Macaca mulatta non-functional	IGLV7-6	IGL	V	FALSE	1383
Macaca mulatta non-functional	IGLV7-7	IGL	V	FALSE	1384
Macaca mulatta functional	IGLV8-1	IGL	V	TRUE	1385
Macaca mulatta non-functional	IGLV8S1	IGL	V	FALSE	1386
Macaca mulatta functional	IGLV9-1	IGL	V	TRUE	1387
Macaca mulatta functional	TRBD1	TRB	D	TRUE	1388
Macaca mulatta functional	TRBD2	TRB	D	TRUE	1389
Macaca mulatta functional	TRBJ1-1	TRB	J	TRUE	1390
Macaca mulatta functional	TRBJ1-2	TRB	J	TRUE	1391
Macaca mulatta functional	TRBJ1-3	TRB	J	TRUE	1392
Macaca mulatta functional	TRBJ1-4	TRB	J	TRUE	1393
Macaca mulatta functional	TRBJ1-5	TRB	J	TRUE	1394
Macaca mulatta functional	TRBJ1-6	TRB	J	TRUE	1395
Macaca mulatta functional	TRBJ2-1	TRB	J	TRUE	1396
Macaca mulatta functional	TRBJ2-2	TRB	J	TRUE	1397
Macaca mulatta non-functional	TRBJ2-2P	TRB	J	FALSE	1398
Macaca mulatta functional	TRBJ2-3	TRB	J	TRUE	1399
Macaca mulatta functional	TRBJ2-4	TRB	J	TRUE	1400
Macaca mulatta functional	TRBJ2-5	TRB	J	TRUE	1401
Macaca mulatta functional	TRBJ2-6	TRB	J	TRUE	1402
Macaca mulatta functional	TRBJ2-7	TRB	J	TRUE	1403
Macaca mulatta non-functional	TRBV1-1	TRB	V	FALSE	1404
Macaca mulatta non-functional	TRBV1-2	TRB	V	FALSE	1405
Macaca mulatta non-functional	TRBV1-3	TRB	V	FALSE	1406
Macaca mulatta functional	TRBV10-1	TRB	V	TRUE	1407
Macaca mulatta functional	TRBV10-2	TRB	V	TRUE	1408
Macaca mulatta functional	TRBV10-3	TRB	V	TRUE	1409
Macaca mulatta functional	TRBV11-1	TRB	V	TRUE	1410
Macaca mulatta functional	TRBV11-2	TRB	V	TRUE	1411
Macaca mulatta functional	TRBV11-3	TRB	V	TRUE	1412
Macaca mulatta functional	TRBV12-1	TRB	V	TRUE	1413
Macaca mulatta functional	TRBV12-2	TRB	V	TRUE	1414
Macaca mulatta functional	TRBV12-3	TRB	V	TRUE	1415
Macaca mulatta functional	TRBV12-4	TRB	V	TRUE	1416
Macaca mulatta functional	TRBV13	TRB	V	TRUE	1417
Macaca mulatta functional	TRBV14	TRB	V	TRUE	1418
Macaca mulatta functional	TRBV15	TRB	V	TRUE	1419
Macaca mulatta functional	TRBV16	TRB	V	TRUE	1420
Macaca mulatta functional	TRBV18	TRB	V	TRUE	1421
Macaca mulatta functional	TRBV19	TRB	V	TRUE	1422
Macaca mulatta functional	TRBV2-1	TRB	V	TRUE	1423
Macaca mulatta functional	TRBV2-2	TRB	V	TRUE	1424
Macaca mulatta functional	TRBV2-3	TRB	V	TRUE	1425
Macaca mulatta functional	TRBV20-1	TRB	V	TRUE	1426
Macaca mulatta functional	TRBV21-1	TRB	V	TRUE	1427
Macaca mulatta non-functional	TRBV22-1	TRB	V	FALSE	1428
Macaca mulatta functional	TRBV23-1	TRB	V	TRUE	1429
Macaca mulatta functional	TRBV24-1	TRB	V	TRUE	1430
Macaca mulatta functional	TRBV25-1	TRB	V	TRUE	1431
Macaca mulatta non-functional	TRBV26	TRB	V	FALSE	1432
Macaca mulatta functional	TRBV27	TRB	V	TRUE	1433
Macaca mulatta functional	TRBV28	TRB	V	TRUE	1434
Macaca mulatta functional	TRBV29-1	TRB	V	TRUE	1435
Macaca mulatta functional	TRBV3-1	TRB	V	TRUE	1436
Macaca mulatta functional	TRBV3-2	TRB	V	TRUE	1437
Macaca mulatta functional	TRBV3-3	TRB	V	TRUE	1438
Macaca mulatta functional	TRBV3-4	TRB	V	TRUE	1439
Macaca mulatta functional	TRBV30	TRB	V	TRUE	1440
Macaca mulatta functional	TRBV4-1	TRB	V	TRUE	1441
Macaca mulatta functional	TRBV4-2	TRB	V	TRUE	1442
Macaca mulatta functional	TRBV4-3	TRB	V	TRUE	1443
Macaca mulatta non-functional	TRBV5-1	TRB	V	FALSE	1444
Macaca mulatta functional	TRBV5-10	TRB	V	TRUE	1445
Macaca mulatta non-functional	TRBV5-2	TRB	V	FALSE	1446
Macaca mulatta non-functional	TRBV5-3	TRB	V	FALSE	1447
Macaca mulatta functional	TRBV5-4	TRB	V	TRUE	1448
Macaca mulatta functional	TRBV5-5	TRB	V	TRUE	1449
Macaca mulatta functional	TRBV5-6	TRB	V	TRUE	1450
Macaca mulatta functional	TRBV5-7	TRB	V	TRUE	1451
Macaca mulatta functional	TRBV5-8	TRB	V	TRUE	1452
Macaca mulatta functional	TRBV5-9	TRB	V	TRUE	1453
Macaca mulatta functional	TRBV6-1	TRB	V	TRUE	1454
Macaca mulatta functional	TRBV6-2	TRB	V	TRUE	1455
Macaca mulatta functional	TRBV6-3	TRB	V	TRUE	1456
Macaca mulatta functional	TRBV6-4	TRB	V	TRUE	1457
Macaca mulatta functional	TRBV6-5	TRB	V	TRUE	1458
Macaca mulatta functional	TRBV6-6	TRB	V	TRUE	1459
Macaca mulatta functional	TRBV6-7	TRB	V	TRUE	1460
Macaca mulatta functional	TRBV6-8	TRB	V	TRUE	1461
Macaca mulatta non-functional	TRBV7-1	TRB	V	FALSE	1462
Macaca mulatta functional	TRBV7-10	TRB	V	TRUE	1463
Macaca mulatta functional	TRBV7-2	TRB	V	TRUE	1464
Macaca mulatta functional	TRBV7-3	TRB	V	TRUE	1465
Macaca mulatta functional	TRBV7-4	TRB	V	TRUE	1466
Macaca mulatta functional	TRBV7-5	TRB	V	TRUE	1467
Macaca mulatta functional	TRBV7-6	TRB	V	TRUE	1468
Macaca mulatta functional	TRBV7-7	TRB	V	TRUE	1469
Macaca mulatta non-functional	TRBV7-8	TRB	V	FALSE	1470
Macaca mulatta functional	TRBV7-9	TRB	V	TRUE	1471
Macaca mulatta non-functional	TRBV8-1	TRB	V	FALSE	1472
Macaca mulatta functional	TRBV9	TRB	V	TRUE	1473
Macaca mulatta non-functional	TRBVA	TRB	V	FALSE	1474
Macaca mulatta non-functional	TRBVB	TRB	V	FALSE	1475
Mus musculus functional	IGHD	IGH	D	TRUE	1476
Mus musculus functional	IGHD1-1	IGH	D	TRUE	1477
Mus musculus functional	IGHD1-2	IGH	D	TRUE	1478
Mus musculus functional	IGHD1-3	IGH	D	TRUE	1479
Mus musculus functional	IGHD2-1	IGH	D	TRUE	1480
Mus musculus functional	IGHD2-10	IGH	D	TRUE	1481
Mus musculus functional	IGHD2-11	IGH	D	TRUE	1482
Mus musculus functional	IGHD2-12	IGH	D	TRUE	1483
Mus musculus functional	IGHD2-13	IGH	D	TRUE	1484
Mus musculus functional	IGHD2-14	IGH	D	TRUE	1485
Mus musculus functional	IGHD2-2	IGH	D	TRUE	1486
Mus musculus functional	IGHD2-3	IGH	D	TRUE	1487
Mus musculus functional	IGHD2-4	IGH	D	TRUE	1488
Mus musculus functional	IGHD2-5	IGH	D	TRUE	1489
Mus musculus functional	IGHD2-6	IGH	D	TRUE	1490
Mus musculus functional	IGHD2-7	IGH	D	TRUE	1491
Mus musculus functional	IGHD2-8	IGH	D	TRUE	1492
Mus musculus functional	IGHD2-9	IGH	D	TRUE	1493
Mus musculus functional	IGHD3-1	IGH	D	TRUE	1494
Mus musculus functional	IGHD3-2	IGH	D	TRUE	1495
Mus musculus functional	IGHD3-3	IGH	D	TRUE	1496
Mus musculus functional	IGHD4-1	IGH	D	TRUE	1497
Mus musculus non-functional	IGHD5-1	IGH	D	FALSE	1498
Mus musculus non-functional	IGHD5-2	IGH	D	FALSE	1499
Mus musculus non-functional	IGHD5-3	IGH	D	FALSE	1500
Mus musculus non-functional	IGHD5-4	IGH	D	FALSE	1501
Mus musculus non-functional	IGHD5-5	IGH	D	FALSE	1502
Mus musculus non-functional	IGHD5-6	IGH	D	FALSE	1503
Mus musculus non-functional	IGHD5-7	IGH	D	FALSE	1504
Mus musculus non-functional	IGHD5-8	IGH	D	FALSE	1505
Mus musculus non-functional	IGHD6-1	IGH	D	FALSE	1506
Mus musculus non-functional	IGHD6-2	IGH	D	FALSE	1507
Mus musculus non-functional	IGHD6-3	IGH	D	FALSE	1508
Mus musculus functional	IGHJ1	IGH	J	TRUE	1509
Mus musculus functional	IGHJ2	IGH	J	TRUE	1510
Mus musculus functional	IGHJ3	IGH	J	TRUE	1511
Mus musculus functional	IGHJ4	IGH	J	TRUE	1512
Mus musculus non-functional	IGHV(I)-1	IGH	V	FALSE	1513
Mus musculus non-functional	IGHV(II)-1	IGH	V	FALSE	1514
Mus musculus non-functional	IGHV(II)-2	IGH	V	FALSE	1515
Mus musculus non-functional	IGHV(II)-3	IGH	V	FALSE	1516
Mus musculus non-functional	IGHV(II)-4	IGH	V	FALSE	1517
Mus musculus non-functional	IGHV(II)-5	IGH	V	FALSE	1518
Mus musculus non-functional	IGHV(III)-1	IGH	V	FALSE	1519
Mus musculus non-functional	IGHV(III)-10	IGH	V	FALSE	1520
Mus musculus non-functional	IGHV(III)-11	IGH	V	FALSE	1521
Mus musculus non-functional	IGHV(III)-12	IGH	V	FALSE	1522
Mus musculus non-functional	IGHV(III)-13	IGH	V	FALSE	1523
Mus musculus non-functional	IGHV(III)-2	IGH	V	FALSE	1524
Mus musculus non-functional	IGHV(III)-3	IGH	V	FALSE	1525
Mus musculus non-functional	IGHV(III)-4	IGH	V	FALSE	1526
Mus musculus non-functional	IGHV(III)-5	IGH	V	FALSE	1527
Mus musculus non-functional	IGHV(III)-6	IGH	V	FALSE	1528
Mus musculus non-functional	IGHV(III)-7	IGH	V	FALSE	1529
Mus musculus non-functional	IGHV(III)-8	IGH	V	FALSE	1530
Mus musculus non-functional	IGHV(III)-9	IGH	V	FALSE	1531
Mus musculus non-functional	IGHV1-1	IGH	V	FALSE	1532
Mus musculus non-functional	IGHV1-10	IGH	V	FALSE	1533
Mus musculus functional	IGHV1-11	IGH	V	TRUE	1534
Mus musculus functional	IGHV1-12	IGH	V	TRUE	1535
Mus musculus non-functional	IGHV1-13	IGH	V	FALSE	1536
Mus musculus functional	IGHV1-14	IGH	V	TRUE	1537
Mus musculus functional	IGHV1-15	IGH	V	TRUE	1538
Mus musculus non-functional	IGHV1-16	IGH	V	FALSE	1539
Mus musculus non-functional	IGHV1-17	IGH	V	FALSE	1540
Mus musculus functional	IGHV1-17-1	IGH	V	TRUE	1541
Mus musculus functional	IGHV1-18	IGH	V	TRUE	1542
Mus musculus functional	IGHV1-19	IGH	V	TRUE	1543
Mus musculus non-functional	IGHV1-19-1	IGH	V	FALSE	1544
Mus musculus non-functional	IGHV1-2	IGH	V	FALSE	1545
Mus musculus functional	IGHV1-20	IGH	V	TRUE	1546
Mus musculus non-functional	IGHV1-21	IGH	V	FALSE	1547
Mus musculus non-functional	IGHV1-21-1	IGH	V	FALSE	1548
Mus musculus functional	IGHV1-22	IGH	V	TRUE	1549
Mus musculus non-functional	IGHV1-23	IGH	V	FALSE	1550
Mus musculus non-functional	IGHV1-24	IGH	V	FALSE	1551
Mus musculus non-functional	IGHV1-25	IGH	V	FALSE	1552
Mus musculus functional	IGHV1-26	IGH	V	TRUE	1553
Mus musculus non-functional	IGHV1-27	IGH	V	FALSE	1554
Mus musculus non-functional	IGHV1-28	IGH	V	FALSE	1555
Mus musculus non-functional	IGHV1-29	IGH	V	FALSE	1556
Mus musculus non-functional	IGHV1-3	IGH	V	FALSE	1557
Mus musculus non-functional	IGHV1-30	IGH	V	FALSE	1558
Mus musculus functional	IGHV1-31	IGH	V	TRUE	1559
Mus musculus non-functional	IGHV1-32	IGH	V	FALSE	1560
Mus musculus non-functional	IGHV1-33	IGH	V	FALSE	1561
Mus musculus functional	IGHV1-34	IGH	V	TRUE	1562
Mus musculus non-functional	IGHV1-35	IGH	V	FALSE	1563
Mus musculus functional	IGHV1-36	IGH	V	TRUE	1564
Mus musculus functional	IGHV1-37	IGH	V	TRUE	1565
Mus musculus non-functional	IGHV1-38	IGH	V	FALSE	1566
Mus musculus functional	IGHV1-39	IGH	V	TRUE	1567
Mus musculus functional	IGHV1-4	IGH	V	TRUE	1568
Mus musculus non-functional	IGHV1-40	IGH	V	FALSE	1569
Mus musculus non-functional	IGHV1-41	IGH	V	FALSE	1570
Mus musculus functional	IGHV1-42	IGH	V	TRUE	1571
Mus musculus functional	IGHV1-43	IGH	V	TRUE	1572
Mus musculus non-functional	IGHV1-44	IGH	V	FALSE	1573
Mus musculus non-functional	IGHV1-45	IGH	V	FALSE	1574
Mus musculus non-functional	IGHV1-46	IGH	V	FALSE	1575
Mus musculus functional	IGHV1-47	IGH	V	TRUE	1576
Mus musculus non-functional	IGHV1-48	IGH	V	FALSE	1577
Mus musculus functional	IGHV1-49	IGH	V	TRUE	1578
Mus musculus functional	IGHV1-5	IGH	V	TRUE	1579
Mus musculus functional	IGHV1-50	IGH	V	TRUE	1580
Mus musculus non-functional	IGHV1-51	IGH	V	FALSE	1581
Mus musculus functional	IGHV1-52	IGH	V	TRUE	1582
Mus musculus functional	IGHV1-53	IGH	V	TRUE	1583
Mus musculus functional	IGHV1-54	IGH	V	TRUE	1584
Mus musculus functional	IGHV1-55	IGH	V	TRUE	1585
Mus musculus functional	IGHV1-56	IGH	V	TRUE	1586
Mus musculus non-functional	IGHV1-57	IGH	V	FALSE	1587
Mus musculus functional	IGHV1-58	IGH	V	TRUE	1588
Mus musculus functional	IGHV1-59	IGH	V	TRUE	1589
Mus musculus non-functional	IGHV1-6	IGH	V	FALSE	1590
Mus musculus non-functional	IGHV1-60	IGH	V	FALSE	1591
Mus musculus functional	IGHV1-61	IGH	V	TRUE	1592
Mus musculus non-functional	IGHV1-62	IGH	V	FALSE	1593
Mus musculus functional	IGHV1-62-1	IGH	V	TRUE	1594
Mus musculus functional	IGHV1-62-2	IGH	V	TRUE	1595
Mus musculus non-functional	IGHV1-62-3	IGH	V	FALSE	1596
Mus musculus functional	IGHV1-63	IGH	V	TRUE	1597
Mus musculus functional	IGHV1-64	IGH	V	TRUE	1598
Mus musculus non-functional	IGHV1-65	IGH	V	FALSE	1599
Mus musculus functional	IGHV1-66	IGH	V	TRUE	1600
Mus musculus functional	IGHV1-67	IGH	V	TRUE	1601
Mus musculus non-functional	IGHV1-68	IGH	V	FALSE	1602
Mus musculus functional	IGHV1-69	IGH	V	TRUE	1603
Mus musculus functional	IGHV1-7	IGH	V	TRUE	1604
Mus musculus non-functional	IGHV1-70	IGH	V	FALSE	1605
Mus musculus functional	IGHV1-71	IGH	V	TRUE	1606
Mus musculus functional	IGHV1-72	IGH	V	TRUE	1607
Mus musculus non-functional	IGHV1-73	IGH	V	FALSE	1608
Mus musculus functional	IGHV1-74	IGH	V	TRUE	1609
Mus musculus functional	IGHV1-75	IGH	V	TRUE	1610
Mus musculus functional	IGHV1-76	IGH	V	TRUE	1611
Mus musculus functional	IGHV1-77	IGH	V	TRUE	1612
Mus musculus functional	IGHV1-78	IGH	V	TRUE	1613
Mus musculus non-functional	IGHV1-79	IGH	V	FALSE	1614
Mus musculus non-functional	IGHV1-8	IGH	V	FALSE	1615
Mus musculus functional	IGHV1-80	IGH	V	TRUE	1616
Mus musculus functional	IGHV1-81	IGH	V	TRUE	1617
Mus musculus functional	IGHV1-82	IGH	V	TRUE	1618
Mus musculus non-functional	IGHV1-83	IGH	V	FALSE	1619
Mus musculus functional	IGHV1-84	IGH	V	TRUE	1620
Mus musculus functional	IGHV1-85	IGH	V	TRUE	1621
Mus musculus non-functional	IGHV1-86	IGH	V	FALSE	1622
Mus musculus functional	IGHV1-9	IGH	V	TRUE	1623
Mus musculus functional	IGHV10-1	IGH	V	TRUE	1624
Mus musculus non-functional	IGHV10-2	IGH	V	FALSE	1625
Mus musculus functional	IGHV10-3	IGH	V	TRUE	1626
Mus musculus non-functional	IGHV10-4	IGH	V	FALSE	1627
Mus musculus functional	IGHV10S3	IGH	V	TRUE	1628
Mus musculus non-functional	IGHV10S4	IGH	V	FALSE	1629
Mus musculus non-functional	IGHV10S5	IGH	V	FALSE	1630
Mus musculus functional	IGHV11-1	IGH	V	TRUE	1631
Mus musculus functional	IGHV11-2	IGH	V	TRUE	1632
Mus musculus non-functional	IGHV12-1	IGH	V	FALSE	1633
Mus musculus functional	IGHV12-1-1	IGH	V	TRUE	1634
Mus musculus non-functional	IGHV12-1-2	IGH	V	FALSE	1635
Mus musculus non-functional	IGHV12-2	IGH	V	FALSE	1636
Mus musculus non-functional	IGHV12-2-1	IGH	V	FALSE	1637
Mus musculus functional	IGHV12-3	IGH	V	TRUE	1638
Mus musculus non-functional	IGHV12S2	IGH	V	FALSE	1639
Mus musculus non-functional	IGHV13-1	IGH	V	FALSE	1640
Mus musculus functional	IGHV13-2	IGH	V	TRUE	1641
Mus musculus functional	IGHV14-1	IGH	V	TRUE	1642
Mus musculus functional	IGHV14-2	IGH	V	TRUE	1643
Mus musculus functional	IGHV14-3	IGH	V	TRUE	1644
Mus musculus functional	IGHV14-4	IGH	V	TRUE	1645
Mus musculus non-functional	IGHV14S4	IGH	V	FALSE	1646
Mus musculus non-functional	IGHV15-1	IGH	V	FALSE	1647
Mus musculus functional	IGHV15-2	IGH	V	TRUE	1648
Mus musculus functional	IGHV16-1	IGH	V	TRUE	1649
Mus musculus non-functional	IGHV1S10	IGH	V	FALSE	1650
Mus musculus non-functional	IGHV1S100	IGH	V	FALSE	1651
Mus musculus non-functional	IGHV1S101	IGH	V	FALSE	1652
Mus musculus non-functional	IGHV1S103	IGH	V	FALSE	1653
Mus musculus non-functional	IGHV1S107	IGH	V	FALSE	1654
Mus musculus non-functional	IGHV1S108	IGH	V	FALSE	1655
Mus musculus non-functional	IGHV1S11	IGH	V	FALSE	1656
Mus musculus non-functional	IGHV1S110	IGH	V	FALSE	1657
Mus musculus non-functional	IGHV1S111	IGH	V	FALSE	1658
Mus musculus non-functional	IGHV1S112	IGH	V	FALSE	1659
Mus musculus non-functional	IGHV1S113	IGH	V	FALSE	1660
Mus musculus non-functional	IGHV1S118	IGH	V	FALSE	1661
Mus musculus functional	IGHV1S12	IGH	V	TRUE	1662
Mus musculus non-functional	IGHV1S120	IGH	V	FALSE	1663
Mus musculus non-functional	IGHV1S121	IGH	V	FALSE	1664
Mus musculus non-functional	IGHV1S122	IGH	V	FALSE	1665
Mus musculus non-functional	IGHV1S124	IGH	V	FALSE	1666
Mus musculus non-functional	IGHV1S126	IGH	V	FALSE	1667
Mus musculus non-functional	IGHV1S127	IGH	V	FALSE	1668
Mus musculus non-functional	IGHV1S130	IGH	V	FALSE	1669
Mus musculus non-functional	IGHV1S132	IGH	V	FALSE	1670
Mus musculus non-functional	IGHV1S134	IGH	V	FALSE	1671
Mus musculus non-functional	IGHV1S135	IGH	V	FALSE	1672
Mus musculus non-functional	IGHV1S136	IGH	V	FALSE	1673
Mus musculus non-functional	IGHV1S137	IGH	V	FALSE	1674
Mus musculus functional	IGHV1S14	IGH	V	TRUE	1675
Mus musculus non-functional	IGHV1S15	IGH	V	FALSE	1676
Mus musculus non-functional	IGHV1S16	IGH	V	FALSE	1677
Mus musculus non-functional	IGHV1S17	IGH	V	FALSE	1678
Mus musculus non-functional	IGHV1S18	IGH	V	FALSE	1679
Mus musculus non-functional	IGHV1S19	IGH	V	FALSE	1680
Mus musculus functional	IGHV1S20	IGH	V	TRUE	1681
Mus musculus functional	IGHV1S21	IGH	V	TRUE	1682
Mus musculus functional	IGHV1S22	IGH	V	TRUE	1683
Mus musculus functional	IGHV1S26	IGH	V	TRUE	1684
Mus musculus non-functional	IGHV1S28	IGH	V	FALSE	1685
Mus musculus functional	IGHV1S29	IGH	V	TRUE	1686
Mus musculus functional	IGHV1S30	IGH	V	TRUE	1687
Mus musculus functional	IGHV1S31	IGH	V	TRUE	1688
Mus musculus functional	IGHV1S32	IGH	V	TRUE	1689
Mus musculus functional	IGHV1S33	IGH	V	TRUE	1690
Mus musculus functional	IGHV1S34	IGH	V	TRUE	1691
Mus musculus functional	IGHV1S35	IGH	V	TRUE	1692
Mus musculus functional	IGHV1S36	IGH	V	TRUE	1693
Mus musculus functional	IGHV1S37	IGH	V	TRUE	1694
Mus musculus functional	IGHV1S40	IGH	V	TRUE	1695
Mus musculus functional	IGHV1S41	IGH	V	TRUE	1696
Mus musculus non-functional	IGHV1S44	IGH	V	FALSE	1697
Mus musculus functional	IGHV1S45	IGH	V	TRUE	1698
Mus musculus non-functional	IGHV1S46	IGH	V	FALSE	1699
Mus musculus non-functional	IGHV1S47	IGH	V	FALSE	1700
Mus musculus functional	IGHV1S49	IGH	V	TRUE	1701
Mus musculus functional	IGHV1S5	IGH	V	TRUE	1702
Mus musculus functional	IGHV1S50	IGH	V	TRUE	1703
Mus musculus non-functional	IGHV1S51	IGH	V	FALSE	1704
Mus musculus functional	IGHV1S52	IGH	V	TRUE	1705
Mus musculus functional	IGHV1S53	IGH	V	TRUE	1706
Mus musculus functional	IGHV1S55	IGH	V	TRUE	1707
